date,Solar (Rooftop) -  GWh,Solar (Utility) -  GWh,Wind -  GWh,Hydro -  GWh,Battery (Discharging) -  GWh,Gas (Reciprocating) -  GWh,Gas (OCGT) -  GWh,Gas (CCGT) -  GWh,Gas (Steam) -  GWh,Distillate -  GWh,Biomass -  GWh,Black Coal -  GWh,Brown Coal -  GWh,Pumps -  GWh,Battery (Charging) -  GWh,Solar (Utility) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Biomass Emissions Vol - tCO₂e,Black Coal Emissions Vol - tCO₂e,Brown Coal Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh,Solar (Rooftop) Market Value - AUD,Solar (Utility) Market Value - AUD,Wind Market Value - AUD,Hydro Market Value - AUD,Battery (Discharging) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (Steam) Market Value - AUD,Distillate Market Value - AUD,Biomass Market Value - AUD,Black Coal Market Value - AUD,Brown Coal Market Value - AUD,Pumps Market Value - AUD,Battery (Charging) Market Value - AUD
2020-05-26 00:00,25.71,14.22,55.71,54.27,0.22,3.29,7.64,29.93,5.99,0.00,-0.04,292.43,86.32,-2.37,-0.11,0.00,1973.70,5348.04,11973.64,3592.65,2.66,0.00,263182.80,103581.93,679.78,49.05,960365.59,497560.03,2440907.31,5134008.12,10777.37,152322.73,496029.59,1357413.23,281138.69,113.90,-1664.08,12848769.75,3852109.45,80347.69,4145.78
2020-05-27 00:00,22.45,13.23,41.56,54.36,0.21,4.15,8.90,37.72,10.89,0.00,-0.03,285.71,81.05,-0.16,-0.15,0.00,2487.18,6229.87,15086.17,6531.79,2.32,0.00,257137.18,97263.32,687.17,47.27,790174.66,473013.58,1729202.71,2429268.16,11778.65,224251.02,652466.18,1923958.44,684035.45,60.63,381.81,13675091.59,3864211.91,5682.13,4771.64
2020-05-28 00:00,24.70,13.33,20.04,57.41,0.22,4.93,10.35,44.60,14.85,0.00,-0.03,290.26,76.15,-1.13,-0.12,0.00,2960.92,7247.01,17838.90,8908.68,2.55,0.00,261237.62,91382.34,701.23,50.30,638922.11,349084.70,968868.03,2270076.26,15111.49,279370.86,989395.63,2443161.09,1083503.23,91.07,-877.40,14159055.29,4760133.14,-16333.52,6157.29
2020-05-29 00:00,25.61,15.49,46.02,52.77,0.22,3.95,7.59,36.14,7.23,0.00,-0.02,289.44,75.39,-1.35,-0.12,0.00,2370.98,5311.98,14454.98,4340.20,-2.03,0.00,260496.03,90464.41,675.97,43.41,808576.43,481095.08,1890406.61,1783796.47,10552.18,184139.47,519504.34,1662747.97,376475.45,-89.13,-785.58,12879409.37,3609088.15,26266.00,4656.50
2020-05-30 00:00,26.69,13.60,97.05,28.50,0.17,2.64,1.10,16.82,2.63,0.00,-0.02,247.04,84.21,-4.22,-0.12,0.00,1584.66,767.84,6728.18,1578.45,-1.52,0.00,222332.01,101053.52,647.26,27.52,251377.00,212046.73,1954725.07,754185.28,3340.13,86262.24,54865.95,440185.81,48983.31,-29.91,-542.33,8559154.48,1737781.15,103457.81,-539.84
2020-05-31 00:00,20.44,11.95,71.73,35.21,0.18,2.40,0.92,21.87,3.55,0.00,-0.02,243.47,93.01,0.00,-0.12,0.00,1439.06,646.78,8747.54,2130.16,-2.35,0.00,219125.71,111617.01,681.15,34.41,579200.53,358677.63,2249243.67,1392144.73,5733.22,88889.22,43583.48,806778.70,116186.94,-67.69,-635.37,9071945.14,2646754.03,0.00,3686.80
2020-06-01 00:00,20.79,10.63,92.52,43.56,0.19,2.73,4.56,29.57,3.23,0.00,-0.01,263.08,98.86,-0.86,-0.13,0.00,1635.70,3194.54,11826.59,1936.09,1.88,0.00,236775.70,118633.17,657.62,35.50,705608.11,352509.58,3054587.44,1919695.61,7409.57,98467.59,184884.54,1046303.27,111787.18,45.92,-496.48,9403557.46,3282556.07,23629.95,1834.05
2020-06-02 00:00,22.97,11.01,77.78,49.43,0.21,3.26,5.55,36.14,4.67,0.02,-0.02,278.53,105.61,-1.73,-0.12,0.00,1954.30,3883.57,14456.06,2804.99,17.55,0.00,250677.95,126732.84,675.07,40.78,406467.44,192572.42,3327834.88,3874126.48,8973.42,110006.05,283940.97,1257318.92,184186.44,574.56,-542.86,10485924.78,4066989.16,-8359.21,2998.33
2020-06-03 00:00,26.53,12.11,53.60,43.70,0.19,2.85,9.83,38.25,6.43,0.01,-0.03,281.37,111.31,-1.10,-0.10,0.00,1709.80,6883.43,15298.53,3859.28,12.96,0.00,253228.95,133574.69,708.72,43.46,764050.51,328264.31,2148361.45,2173909.08,9394.74,132668.75,560373.74,1728063.09,380701.09,593.49,-899.03,12264667.07,4895409.74,31003.63,2858.83
2020-06-04 00:00,27.02,14.00,29.24,53.78,0.24,3.64,7.67,38.92,8.01,0.02,-0.04,296.30,113.11,0.00,-0.13,0.00,2181.03,5366.42,15569.55,4804.87,20.09,0.00,266667.34,135727.60,727.19,48.17,952732.21,479930.70,1213453.88,2525024.17,13931.25,204323.91,569814.08,2019025.10,560496.00,767.42,-1759.87,14354091.27,5609401.45,0.00,4855.02
2020-06-05 00:00,27.51,11.10,16.64,55.16,0.22,1.81,10.76,42.06,8.33,0.00,0.00,300.74,112.37,-0.06,-0.10,0.00,1088.45,7531.92,16824.16,5000.01,-2.30,0.00,270668.69,134844.21,743.27,54.79,1136560.52,463313.55,791344.11,2601438.74,20285.14,161134.27,758251.36,2386894.89,650615.19,-148.48,0.00,16446337.58,6714437.18,2784.34,5256.05
2020-06-06 00:00,24.17,12.95,10.94,47.32,0.18,4.24,8.59,30.01,5.91,0.00,0.74,300.02,113.64,-2.88,-0.11,0.00,2541.33,6011.16,12005.12,3545.16,-2.25,0.00,270019.17,136362.65,774.64,44.28,837132.00,422184.60,520495.67,2183976.88,11089.82,221232.85,459856.76,1417787.41,366032.60,-134.20,25842.16,12247589.48,5797061.20,92103.32,5926.39
2020-06-07 00:00,20.02,10.35,28.59,45.53,0.16,2.98,7.29,34.39,5.01,0.00,0.06,284.99,112.16,-3.83,-0.09,0.00,1790.64,5104.39,13756.89,3005.03,0.20,0.00,256493.09,134586.85,757.36,50.68,843397.51,451487.45,1385715.39,1908537.10,11568.09,176480.14,547919.62,1828187.21,313665.14,5.70,2004.09,14456179.32,5664959.18,156625.39,3415.83
2020-06-08 00:00,26.29,14.33,27.11,49.82,0.17,3.07,7.15,35.33,8.98,0.00,-0.01,279.03,112.98,-3.36,-0.11,0.00,1844.92,5002.30,14131.99,5388.70,-2.91,0.00,251123.43,135574.24,736.59,61.52,1149838.70,650479.71,1576206.62,2708417.41,21004.62,228077.61,774020.10,2293393.39,764969.97,-178.67,-931.59,17256690.29,6917432.29,152501.13,5640.26
2020-06-09 00:00,24.54,12.41,33.98,59.69,0.25,4.05,14.82,46.51,11.69,0.02,0.65,281.68,112.72,-2.79,-0.12,0.00,2431.76,10373.18,18604.61,7015.23,15.01,0.00,253512.00,135269.69,711.92,103.15,1282679.44,575543.66,2595333.30,7028166.28,114104.60,562489.26,2772724.82,4822951.18,2343281.84,1438.75,36159.93,26261066.89,13406259.14,90576.21,7226.08
2020-06-10 00:00,20.35,10.82,27.52,54.17,0.34,4.31,17.16,43.58,11.96,0.30,0.62,291.62,113.59,-2.11,-0.18,0.00,2588.38,12012.35,17430.96,7175.44,302.98,0.00,262456.38,136313.99,737.78,91.69,1423490.17,709178.09,1742767.29,5075335.45,87971.26,487046.02,2542098.70,3789634.14,1817926.48,132106.39,26098.97,24025378.68,12504679.12,89650.54,14271.58
2020-06-11 00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
