date,Solar (Rooftop) -  GWh,Solar (Utility) -  GWh,Wind -  GWh,Hydro -  GWh,Battery (Discharging) -  GWh,Gas (Reciprocating) -  GWh,Gas (OCGT) -  GWh,Gas (CCGT) -  GWh,Gas (Steam) -  GWh,Distillate -  GWh,Biomass -  GWh,Black Coal -  GWh,Brown Coal -  GWh,Pumps -  GWh,Battery (Charging) -  GWh,Solar (Utility) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Biomass Emissions Vol - tCO₂e,Black Coal Emissions Vol - tCO₂e,Brown Coal Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh,Solar (Rooftop) Market Value - AUD,Solar (Utility) Market Value - AUD,Wind Market Value - AUD,Hydro Market Value - AUD,Battery (Discharging) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (Steam) Market Value - AUD,Distillate Market Value - AUD,Biomass Market Value - AUD,Black Coal Market Value - AUD,Brown Coal Market Value - AUD,Pumps Market Value - AUD,Battery (Charging) Market Value - AUD
2020-03-22 00:00,39.10,17.18,54.08,22.94,0.17,2.28,1.72,27.16,3.50,0.00,-0.01,249.61,97.95,-4.18,-0.11,0.00,1365.56,1205.24,10863.86,2102.75,-4.84,0.00,224652.74,117542.14,699.52,37.17,1012799.79,497881.96,1881699.78,953666.86,6017.87,89261.89,80843.17,1067499.79,124046.91,-196.48,-451.38,9853073.70,3315813.25,121223.22,3571.04
2020-03-23 00:00,31.49,17.01,53.98,34.32,0.07,3.11,4.09,31.64,4.06,-0.01,-0.02,262.11,98.42,-0.21,-0.04,0.00,1866.53,2864.45,12657.96,2438.79,-5.16,0.00,235896.63,118103.44,692.24,43.51,1314757.12,711527.59,2289728.79,1655200.27,3231.40,134272.11,195948.41,1336998.77,188576.54,-229.61,-775.51,11329989.82,4326894.38,9587.60,1438.91
2020-03-24 00:00,25.41,13.10,33.56,43.06,0.07,3.36,14.44,37.14,6.74,0.00,-0.02,261.02,98.39,-0.93,-0.01,0.00,2015.27,10106.90,14857.54,4043.18,-4.94,0.00,234921.58,118073.67,717.34,43.73,1092107.73,525322.85,1491038.01,1727563.22,4769.42,155751.42,664223.58,1593558.84,381831.30,-223.48,-755.56,10962550.64,4777038.02,35637.35,462.49
2020-03-25 00:00,30.44,15.56,47.31,33.88,0.06,2.79,8.25,35.29,4.79,0.00,-0.01,256.40,98.31,0.00,-0.01,0.00,1673.75,5776.25,14116.76,2871.53,-4.96,0.00,230756.27,117966.33,700.03,42.45,1157249.60,620417.30,1962247.17,1417397.81,2665.65,116172.05,360988.03,1416043.46,181747.06,-228.83,-484.61,11132151.89,4260659.17,0.00,336.40
2020-03-26 00:00,35.88,17.44,44.06,39.34,0.05,2.87,3.25,32.98,8.42,0.00,-0.01,258.78,90.34,0.00,-0.01,0.00,1720.33,2276.85,13190.06,5052.96,-4.92,0.00,232898.83,108408.18,681.57,42.16,1361634.50,657248.00,1901430.29,1645056.37,2946.68,120158.16,157277.15,1332967.20,399674.48,-222.21,-269.37,10837892.30,4069589.88,0.00,421.81
2020-03-27 00:00,33.49,16.42,32.14,44.72,0.07,3.06,7.78,35.83,6.69,0.00,-0.01,256.00,90.20,0.00,-0.03,0.00,1836.40,5449.45,14331.60,4011.18,-0.98,0.00,230402.06,108242.42,692.06,44.65,1446180.91,687664.88,1503107.99,1899136.15,3727.76,136633.19,378954.43,1548759.54,354064.61,-53.64,-285.16,11121851.25,4418302.78,0.00,1454.62
2020-03-28 00:00,36.48,16.45,54.58,31.03,0.19,2.82,3.44,25.74,8.72,0.00,-0.01,249.77,65.71,-0.34,-0.12,0.00,1689.37,2407.07,10294.96,5229.36,-0.32,0.00,224789.27,78848.12,653.76,41.05,1164295.75,520795.26,2408530.69,1204037.14,9461.95,112191.82,184092.69,1060359.96,452642.38,-51.20,-248.37,10147543.68,3020588.43,7259.56,5392.45
2020-03-29 00:00,29.51,14.79,63.44,27.60,0.21,2.68,2.24,25.74,8.29,0.00,-0.01,244.70,68.61,-1.89,-0.16,0.00,1605.57,1568.12,10294.52,4973.29,-4.37,0.00,220230.53,82332.03,660.83,39.46,1031610.27,500658.40,2314176.26,1290157.18,9273.97,101859.23,116285.36,1035208.78,352485.92,-188.01,-243.10,9487490.42,2860889.39,67102.45,3167.15
2020-03-30 00:00,32.69,17.54,34.35,47.31,0.17,4.01,7.58,43.04,14.91,0.00,-0.01,258.68,68.95,0.00,-0.11,0.00,2404.24,5305.84,17216.19,8946.08,-1.89,0.00,232813.55,82743.14,660.41,50.24,1376504.50,733640.22,1668293.69,1806169.46,10060.95,205568.04,493049.54,2189317.63,906897.13,-206.72,-444.44,13270484.01,3917470.89,0.00,5528.84
2020-03-31 00:00,37.50,19.81,19.14,52.17,0.12,4.73,10.59,43.87,16.95,0.00,-0.02,261.70,68.93,0.00,-0.13,0.00,2836.52,7411.00,17547.46,10167.97,1.39,0.00,235530.97,82717.09,665.37,51.23,1754876.58,932895.54,939274.64,1946823.76,6512.31,248305.01,658367.13,2222103.05,975890.08,53.13,-805.43,13815678.46,3918534.52,0.00,6636.21
2020-04-01 00:00,31.49,16.99,30.14,55.73,0.17,5.11,7.89,33.84,21.01,0.01,-0.02,258.11,70.25,0.00,-0.12,0.00,3068.59,5522.83,13534.01,12606.88,14.92,0.00,232294.59,84304.61,662.17,54.49,1697672.84,873196.30,1631070.16,1898692.50,10995.88,292436.26,516326.62,1785706.95,1359695.69,1053.46,-1080.19,14465617.07,4372380.90,0.00,6467.66
2020-04-02 00:00,26.13,14.06,23.53,54.24,0.13,4.50,3.62,46.85,17.76,0.00,-0.03,261.80,82.39,0.00,-0.12,0.00,2698.47,2533.18,18740.93,10654.41,-4.59,0.00,235622.23,98871.89,690.12,54.79,1421639.01,742342.26,1254612.91,2504949.16,7796.43,251476.71,225362.38,2544338.71,1083747.21,-267.61,-1233.49,14243234.92,5020905.33,0.00,6667.51
2020-04-03 00:00,31.44,12.68,55.77,39.80,0.14,2.76,0.40,42.09,3.46,0.00,-0.02,259.59,81.87,0.00,-0.11,0.00,1657.56,276.87,16837.56,2074.02,-3.81,0.00,233629.20,98238.06,665.65,46.89,1254994.35,539440.88,2351622.56,1490295.53,5360.21,133532.62,17428.78,2039005.03,159910.84,-208.92,-1090.26,12946209.48,3905815.61,0.00,3619.56
2020-04-04 00:00,29.23,15.57,86.94,24.50,0.23,1.93,0.20,20.17,2.90,0.00,-0.02,246.40,81.31,-1.60,-0.14,0.00,1160.56,142.90,8068.05,1737.80,-4.92,0.00,221759.05,97577.83,650.96,36.32,472225.13,401020.40,2498985.92,1039890.07,-1615.91,78168.43,-10335.76,701330.08,47265.09,-200.09,-879.22,10145036.97,3026090.21,45061.42,-4409.88
2020-04-05 00:00,33.69,15.84,79.63,25.95,0.25,2.67,0.01,21.75,3.42,0.00,-0.02,239.35,79.11,-3.62,-0.16,0.00,1602.27,7.06,8699.48,2053.24,-1.86,0.00,215415.06,94932.11,648.18,24.68,287680.62,166868.00,1400663.50,1157621.04,5966.58,84715.60,223.03,714068.80,66455.95,-12.81,-477.14,6619742.67,1751727.73,32745.64,595.72
2020-04-06 00:00,34.82,17.59,21.50,55.35,0.15,3.33,2.62,39.62,12.40,0.01,-0.03,261.14,82.08,0.00,-0.13,0.00,1995.81,1834.75,15849.44,7441.94,10.69,0.00,235028.75,98498.55,679.91,54.66,1443124.24,723988.50,1046519.60,2797139.29,12992.02,217301.50,248690.36,2350975.30,943316.21,592.06,-1165.64,14098355.43,5105374.37,0.00,7417.18
2020-04-07 00:00,29.31,15.65,20.49,56.29,0.12,3.53,2.13,47.45,10.60,0.01,-0.02,262.48,82.40,0.00,-0.11,0.00,2116.02,1491.74,18979.49,6359.01,11.59,0.00,236229.62,98875.08,686.48,46.10,1276871.74,645363.55,984891.96,2344727.97,7397.80,172676.79,135168.56,2210489.26,621047.39,823.48,-733.32,11589466.56,4451287.33,0.00,6186.25
2020-04-08 00:00,27.64,16.68,45.12,46.75,0.13,2.53,0.82,42.91,5.41,0.01,-0.03,252.63,82.91,-0.47,-0.14,0.00,1519.11,574.95,17162.00,3247.43,12.96,0.00,227366.53,99496.51,668.16,39.25,967733.92,531464.83,1885175.35,1758785.05,5928.17,90909.15,34223.09,1666417.56,240479.99,525.92,-741.39,9685081.78,3646508.42,5123.38,5608.49
2020-04-09 00:00,30.80,13.01,36.04,45.94,0.14,3.09,0.81,42.46,5.51,0.02,-0.02,252.04,90.05,-0.63,-0.13,0.00,1853.19,563.88,16985.27,3308.91,15.42,0.00,226833.48,108061.40,688.89,39.79,1149547.29,466462.78,1350952.52,1824109.69,7225.79,131064.33,46896.71,1723088.01,258537.14,715.31,-864.93,9803705.88,3875418.45,13752.94,5233.00
2020-04-10 00:00,22.82,12.92,50.82,31.94,0.20,2.42,0.54,12.23,6.06,0.00,-0.02,251.43,90.38,-0.32,-0.14,0.00,1450.16,381.08,4891.57,3635.46,-4.65,0.00,226285.16,108456.30,717.04,42.26,551143.19,400528.41,1768630.44,1306877.08,10434.96,119565.22,34355.89,539253.08,275149.02,-223.16,-1029.33,12068086.57,3249738.66,12945.53,4776.66
2020-04-11 00:00,35.18,17.25,89.50,23.43,0.21,2.62,0.14,10.01,6.52,0.00,-0.02,234.80,76.30,-7.05,-0.15,0.00,1569.55,97.51,4005.11,3912.41,-4.74,0.00,211324.22,91562.05,639.33,21.16,-134012.59,97702.72,1178693.10,763283.31,2826.63,89359.52,6679.34,198016.73,139114.71,-131.53,-547.67,6698603.04,1231374.96,75013.53,-6257.71
2020-04-12 00:00,35.52,20.10,34.67,36.97,0.17,3.17,2.11,9.81,7.58,0.00,-0.02,247.70,83.14,-2.42,-0.12,0.00,1899.39,1479.96,3924.70,4549.52,-4.93,0.00,222933.68,99769.84,699.34,40.45,880238.65,499444.85,1155745.23,1214339.25,10353.49,161912.46,170033.90,484343.21,463852.38,-202.97,-738.93,10619521.42,3638329.70,51053.36,4351.60
2020-04-13 00:00,36.33,17.65,11.43,42.76,0.18,2.96,2.08,13.47,6.40,0.00,-0.02,255.86,94.83,-1.99,-0.13,0.00,1777.27,1457.28,5386.53,3840.93,-4.93,0.00,230277.35,113800.53,739.99,51.14,1061008.06,536906.29,504334.73,1704014.28,12006.89,204942.29,197151.03,897443.67,529461.09,-255.20,-1135.47,13911488.22,5016753.71,57461.48,6192.94
2020-04-14 00:00,35.90,17.66,30.91,41.99,0.17,2.75,1.80,26.97,3.70,0.00,-0.03,257.29,96.48,-0.09,-0.13,0.00,1652.61,1258.53,10787.62,2218.49,-2.51,0.00,231562.71,115781.77,704.85,38.22,1116479.23,565269.45,1057853.68,1094403.08,7381.67,131425.04,152600.29,1185724.76,198930.42,-113.54,-1241.28,10489872.12,3690645.02,2071.65,5349.12
2020-04-15 00:00,33.03,17.33,61.50,31.68,0.17,2.37,1.01,23.72,2.30,0.03,0.16,252.08,96.20,-2.55,-0.11,0.00,1420.51,707.03,9487.74,1381.90,25.23,0.00,226873.60,115434.97,684.75,29.31,691508.29,401563.49,1538653.98,801635.36,4361.66,76705.53,45856.03,716577.80,55093.68,508.73,5707.73,8232124.20,2579328.13,60053.50,598.39
2020-04-16 00:00,29.58,16.05,66.51,34.53,0.15,2.58,1.59,20.04,2.60,0.03,0.30,255.49,91.55,-1.42,-0.15,0.00,1545.41,1113.37,8016.29,1561.16,25.84,0.00,229937.51,109854.72,677.77,29.18,570507.09,366640.93,1692569.42,741910.29,3874.11,84603.51,67569.09,639163.83,58227.78,790.91,9008.17,8229356.95,2660247.98,31672.48,-92.57
2020-04-17 00:00,33.66,16.19,60.30,39.06,0.15,2.82,2.75,19.09,3.65,0.02,0.18,258.20,94.65,-1.33,-0.14,0.00,1689.44,1924.62,7635.56,2188.39,24.76,0.00,232380.22,113582.26,679.12,31.26,845566.73,429628.81,1694321.57,927596.72,5334.19,106524.25,137593.32,719252.39,140600.66,787.23,5633.33,8639367.81,2855525.00,31247.93,4567.75
2020-04-18 00:00,24.87,13.31,23.31,43.85,0.14,3.48,4.06,18.51,5.92,0.00,0.18,261.42,97.31,-0.43,-0.11,0.00,2087.77,2840.35,7404.73,3554.97,3.71,0.00,235280.36,116771.27,742.09,42.07,885305.83,483037.49,847527.75,1573533.42,7588.53,169373.12,265099.03,845947.93,302264.22,137.16,7828.28,11483487.47,3965277.97,16165.00,4398.96
2020-04-19 00:00,27.88,15.64,26.21,43.36,0.12,2.80,1.32,12.03,6.41,-0.01,0.12,255.84,94.02,-1.48,-0.11,0.00,1679.55,923.24,4810.70,3847.05,-5.21,0.00,230251.53,112822.06,731.86,37.40,762845.68,451680.83,689637.17,1436336.26,4330.59,119227.79,67083.01,482909.30,263768.65,-217.61,4312.15,10540011.43,3238641.52,41602.73,3822.60
2020-04-20 00:00,27.40,14.14,62.77,38.57,0.22,3.17,3.02,20.02,6.13,-0.01,-0.04,254.97,93.79,-1.49,-0.14,0.00,1904.77,2111.22,8009.47,3675.98,-5.09,0.00,229473.86,112544.99,684.60,32.44,739822.29,417763.76,1060376.00,801224.45,6427.26,136153.17,176296.05,844149.31,187508.02,-202.98,-1383.53,10280292.88,2252859.16,46346.69,754.19
2020-04-21 00:00,33.14,13.54,46.41,41.59,0.21,3.31,2.76,20.04,6.25,0.00,-0.02,261.99,97.55,-2.13,-0.13,0.00,1985.66,1929.63,8016.12,3750.75,4.59,0.00,235789.30,117064.07,702.64,33.62,619041.54,313619.81,1200822.22,929220.47,6333.43,132047.97,127930.91,761558.44,212082.46,228.14,-695.04,10100140.61,3178939.63,50014.26,2313.35
2020-04-22 00:00,35.00,17.41,34.88,43.53,0.22,3.48,2.94,20.40,7.44,0.00,-0.01,255.74,108.10,-1.57,-0.13,0.00,2088.89,2055.71,8161.35,4462.15,-1.55,0.00,230162.24,129718.53,714.12,36.43,910022.91,499940.31,1047201.36,816596.10,9587.41,155261.52,196139.84,897856.08,337243.37,-99.07,-418.09,10343095.85,3964843.24,34066.04,5114.91
2020-04-23 00:00,28.95,15.32,57.56,40.67,0.17,2.46,1.12,21.68,2.53,0.00,-0.01,252.42,107.55,-1.59,-0.12,0.00,1475.47,785.18,8671.76,1519.03,0.72,0.00,227175.32,129065.62,697.34,28.81,582321.84,359311.61,1247131.30,546128.09,4187.37,90747.87,51522.44,711173.71,55735.08,-91.75,-258.36,9434205.15,2116801.08,30138.12,2379.72
2020-04-24 00:00,34.65,16.85,35.39,41.15,0.14,2.68,1.72,25.33,3.27,0.00,-0.01,252.39,108.27,-0.77,-0.10,0.00,1605.12,1205.39,10133.00,1959.04,2.14,0.00,227148.12,129926.92,714.03,31.10,780510.39,426406.52,902979.30,781169.88,5081.43,100923.84,83445.71,955160.33,133867.86,37.75,-251.19,9264435.08,2744323.67,18186.30,3502.67
2020-04-25 00:00,31.36,16.30,49.81,32.53,0.20,2.44,0.49,12.67,2.90,0.00,-0.01,236.84,97.71,-2.72,-0.13,0.00,1464.87,344.76,5069.60,1741.16,-1.18,0.00,213154.71,117250.97,705.73,22.94,73591.32,143708.85,783607.25,522759.13,6254.32,80028.90,28514.53,371438.22,90713.81,-35.55,-203.68,7310815.46,1593821.66,11797.94,1047.84
2020-04-26 00:00,27.58,14.22,60.45,34.62,0.10,2.04,0.23,14.04,3.81,0.00,-0.01,236.49,92.16,-3.68,-0.11,0.00,1222.76,157.66,5616.82,2284.85,-1.00,0.00,212840.95,110588.45,690.36,19.85,174127.38,147481.63,746874.87,637565.66,2658.73,48167.52,11536.12,385354.07,76581.02,-24.74,-166.11,6125877.68,1173780.22,38992.06,-202.13
2020-04-27 00:00,30.32,17.97,29.32,45.19,0.12,2.15,2.72,21.59,3.89,0.00,-0.01,267.71,103.07,-0.01,-0.11,0.00,1287.83,1902.04,8635.65,2334.90,-1.13,0.00,240935.54,123688.46,722.98,35.71,1010335.60,613991.76,904628.35,973104.81,5479.70,79785.46,150780.81,902263.14,189072.33,-46.96,-266.82,10599408.54,3274370.05,467.49,4543.24
2020-04-28 00:00,22.44,13.17,76.94,36.93,0.13,2.19,0.45,24.63,2.44,0.00,-0.01,246.13,102.54,0.00,-0.11,0.00,1316.38,317.23,9851.13,1464.59,-1.18,0.00,221521.20,123042.01,677.27,26.28,628086.87,421044.49,1581456.81,652149.37,2860.39,66674.94,19610.74,726035.65,51684.83,-39.06,-219.99,7805574.98,1913249.84,0.00,2391.15
2020-04-29 00:00,21.15,9.32,65.72,41.56,0.22,2.14,1.80,24.30,3.34,0.00,-0.01,257.17,107.85,0.00,-0.15,0.00,1286.39,1259.83,9719.05,2005.46,-1.24,0.00,231454.20,129415.29,701.97,34.60,821129.69,362152.19,1570924.46,1223161.35,9691.44,78126.60,112683.05,943534.48,133947.94,-45.96,-264.25,10026595.81,3209405.63,0.00,1303.51
2020-04-30 00:00,21.54,11.53,77.91,44.72,0.27,2.16,0.60,21.48,3.77,0.00,-0.01,259.49,109.54,-0.10,-0.14,0.00,1296.08,416.87,8592.79,2263.16,4.61,0.00,233545.09,131443.03,683.05,33.81,610203.87,373123.74,2356505.14,1231652.28,8306.12,80540.57,26668.50,799453.17,127448.59,172.15,-269.13,9882796.87,3184737.69,3080.18,3610.51
2020-05-01 00:00,28.13,12.06,105.39,40.15,0.16,2.05,0.41,16.27,2.29,0.00,-0.01,250.62,104.82,-1.63,-0.12,0.00,1231.42,283.87,6509.94,1373.72,-1.28,0.00,225556.86,125781.27,643.49,20.83,-79930.69,-51409.29,2397471.99,1020297.67,4177.86,32115.99,16122.88,382035.05,52175.49,-30.20,-72.17,5571832.64,2398918.03,-70565.49,2594.74
2020-05-02 00:00,30.02,8.98,106.12,33.54,0.22,1.95,0.78,10.91,2.33,0.00,0.00,233.59,97.22,-3.57,-0.13,0.00,1169.82,548.22,4365.09,1399.91,-1.23,0.00,210232.70,116667.14,640.63,5.59,-2328864.47,-256649.55,2428846.90,867270.75,7323.73,-34185.28,34181.98,100781.83,62664.41,-34.57,193.86,188878.85,2142321.62,-298217.49,1643.17
2020-05-03 00:00,30.48,13.44,41.10,47.14,0.18,2.67,3.43,14.10,4.70,0.00,0.00,249.54,101.35,-2.46,-0.11,0.00,1603.51,2404.17,5641.23,2820.47,-1.16,0.00,224587.40,121619.78,709.46,26.95,36805.60,152432.58,1262522.99,1641846.09,8840.45,60184.61,191212.04,496621.29,221893.62,-45.46,-20.74,6014695.22,3593365.52,-58318.77,4105.66
2020-05-04 00:00,28.97,16.43,15.83,58.79,0.19,3.22,10.17,26.34,5.53,0.00,0.00,270.42,106.45,-2.85,-0.12,0.00,1930.50,7117.71,10536.80,3316.91,-1.14,0.00,243376.36,127741.54,730.52,45.99,872507.10,473158.80,727678.94,2489797.80,13305.10,159004.46,681897.65,1392811.73,370128.29,-60.10,-140.54,12217174.77,5353146.57,48308.38,5750.48
2020-05-05 00:00,32.55,17.23,39.37,51.38,0.17,2.49,1.90,25.21,3.01,0.00,0.00,261.90,108.31,0.00,-0.12,0.00,1492.60,1327.76,10083.01,1808.42,-0.98,0.00,235706.86,129976.56,700.03,33.66,782919.77,433107.75,1301953.68,1566656.07,5934.69,90700.77,90606.18,947364.49,112115.99,-36.84,-155.19,9433907.86,3523088.10,0.00,4421.13
2020-05-06 00:00,28.47,14.85,71.66,34.47,0.19,0.01,0.88,16.19,2.16,0.00,0.00,256.10,97.57,-0.89,-0.11,0.00,5.91,615.01,6474.18,1297.80,-0.08,0.00,230491.17,117089.52,682.53,26.50,548806.33,337602.52,1400334.79,852158.34,4017.18,210.55,34127.73,470105.65,31463.50,-1.05,0.00,8534815.85,1582309.65,21343.36,1371.67
2020-05-07 00:00,24.86,11.88,95.16,32.13,0.21,2.57,0.95,17.88,1.93,0.03,-0.02,257.71,90.09,-1.18,-0.13,0.00,1543.82,664.84,7152.14,1157.21,29.02,0.00,231935.67,108105.31,656.45,26.94,349715.62,255153.49,1672911.40,2017491.11,3742.25,80241.64,27411.85,462271.61,6433.03,862.83,-484.05,8307796.10,1173944.56,36869.96,-6427.80
2020-05-08 00:00,29.47,14.87,69.04,43.87,0.21,2.76,2.44,21.94,1.93,0.03,-0.02,251.12,86.86,-0.98,-0.13,0.00,1656.71,1707.11,8776.02,1156.10,29.31,0.00,226011.94,104237.73,656.42,30.21,553081.30,310023.91,2049889.28,1309872.29,6403.52,91562.38,103076.88,704664.58,59480.93,1143.17,-454.62,8004062.29,2596849.74,18063.98,4065.54
2020-05-09 00:00,24.44,12.72,85.00,33.18,0.20,2.00,1.17,17.92,2.28,0.00,-0.01,240.17,85.41,-2.93,-0.12,0.00,1201.33,817.57,7169.45,1370.87,-1.20,0.00,216151.22,102491.08,656.52,25.03,209209.34,213175.71,1600645.16,932783.33,1628.92,57140.39,44712.05,447230.88,27402.91,-20.37,-402.50,7118231.45,1842099.92,60375.06,-3568.18
2020-05-10 00:00,28.02,15.54,42.96,45.23,0.13,2.99,5.50,25.51,5.76,0.00,-0.01,246.13,87.15,-2.03,-0.10,0.00,1795.23,3846.68,10204.67,3455.87,-0.99,0.00,221520.19,104574.97,686.97,33.05,463142.19,291468.09,1317963.11,1433543.98,6847.12,123091.48,291422.15,958432.15,302870.29,-34.56,-390.63,8407970.43,2985202.91,34313.79,1878.94
2020-05-11 00:00,31.61,17.93,31.57,53.87,0.14,3.17,3.98,34.48,4.84,0.00,-0.02,272.24,97.87,-0.40,-0.07,0.00,1902.80,2787.79,13791.24,2906.67,2.09,0.00,245018.54,117446.12,696.39,34.93,693775.15,426030.16,1101581.74,1881317.23,6323.71,125496.09,198070.92,1321086.89,221924.26,114.93,-486.22,9674032.53,3595805.86,4861.43,2430.24
2020-05-12 00:00,26.69,15.95,66.41,45.74,0.19,2.91,3.57,30.20,4.89,0.01,-0.02,264.48,93.96,0.00,-0.14,0.00,1746.12,2500.94,12079.33,2934.59,7.48,0.00,238028.13,112749.98,666.94,32.51,611545.98,432866.13,1667442.64,1320285.17,5628.18,112393.58,180663.90,1068304.38,162878.17,273.00,-614.77,9871090.86,2606754.76,0.00,440.87
2020-05-13 00:00,22.85,13.23,28.25,56.25,0.14,3.82,6.56,35.57,9.67,0.03,-0.02,285.08,95.32,0.00,-0.07,0.00,2292.52,4590.21,14227.80,5803.25,28.68,0.00,256568.99,114380.18,714.76,38.90,813695.61,448695.17,1066132.72,1754582.08,6096.44,149396.79,297576.60,1387294.17,434222.44,1286.48,-610.86,11219276.13,4072545.92,0.00,2891.70
2020-05-14 00:00,25.28,15.61,21.02,56.90,0.15,3.55,9.13,34.32,9.67,0.01,-0.02,291.67,96.67,0.00,-0.09,0.00,2132.43,6389.88,13727.75,5800.47,13.53,0.00,262505.33,116008.89,721.05,42.75,963377.01,588038.76,866395.72,2229604.62,8353.73,164617.75,507757.29,1528079.29,536256.35,678.65,-657.59,12204924.70,4503891.72,0.00,4390.03
2020-05-15 00:00,29.69,16.46,22.57,55.72,0.15,3.76,6.65,28.04,9.74,0.00,-0.02,285.50,103.05,0.00,-0.08,0.00,2254.49,4652.32,11217.43,5843.55,-1.88,0.00,256950.30,123656.11,720.87,43.57,979353.79,533836.09,976380.25,2238802.70,8740.76,190111.53,401587.19,1300968.52,592487.27,-91.53,-571.61,12116598.13,5110443.09,0.00,3704.19
2020-05-16 00:00,28.39,15.80,35.84,47.99,0.18,3.29,3.17,24.38,10.66,0.00,-0.02,264.20,83.59,-1.55,-0.12,0.00,1974.63,2216.04,9752.76,6396.36,-2.61,0.00,237782.52,100313.90,694.91,38.93,622303.74,361101.93,1391817.53,1696702.06,7474.84,145924.54,189245.98,995716.87,583605.97,-112.18,-514.25,10406942.23,3646491.04,28934.64,4238.56
2020-05-17 00:00,28.87,16.73,33.65,48.80,0.13,3.42,2.50,26.54,7.60,0.00,-0.02,256.92,83.45,-1.74,-0.10,0.00,2053.32,1747.92,10616.15,4561.07,-2.56,0.00,231226.38,100141.77,691.35,39.97,813654.90,452510.46,1344890.81,1717020.66,6184.84,144436.48,163361.71,1164030.50,404229.29,-116.54,-507.08,10216506.42,3776384.91,46286.59,4032.79
2020-05-18 00:00,24.86,12.00,59.12,49.79,0.16,3.27,6.36,34.82,6.80,0.00,-0.02,269.60,84.01,-0.56,-0.10,0.00,1964.42,4454.17,13927.31,4078.10,-1.91,0.00,242637.13,100815.37,668.73,40.42,797747.96,423771.44,2402112.43,2186133.54,7256.21,128275.56,342154.63,1398281.63,312940.15,-79.30,-543.16,10604505.88,3627211.20,4104.11,3453.87
2020-05-19 00:00,22.42,9.62,89.81,42.46,0.20,2.31,3.02,29.01,5.45,0.00,-0.02,261.01,81.05,-0.91,-0.14,0.00,1383.74,2115.92,11603.89,3271.59,-0.59,0.00,234909.15,97265.35,642.87,40.64,776938.18,341386.05,3502483.53,1893909.88,8141.55,69531.74,144937.46,1126155.74,229541.28,-28.92,-488.64,10600624.97,3449432.11,15417.12,2748.46
2020-05-20 00:00,18.38,8.12,79.68,41.61,0.19,3.16,2.53,32.76,3.38,0.00,-0.02,276.18,82.76,-1.17,-0.12,0.00,1894.42,1772.93,13105.57,2029.28,2.43,0.00,248563.50,99311.37,669.81,42.45,681247.27,314232.99,3036420.73,1810176.34,7983.74,149835.28,165950.50,1502506.04,137149.42,143.52,-904.40,12212947.56,3174473.98,39850.51,4454.77
2020-05-21 00:00,13.32,6.96,52.46,57.67,0.22,4.20,5.55,38.58,12.21,0.00,-0.02,289.81,82.22,-1.22,-0.12,0.00,2518.42,3885.14,15431.60,7327.55,3.90,0.00,260829.71,98660.98,691.76,52.89,729433.14,400307.10,2728694.31,2734443.69,14910.62,231076.05,366118.77,2054726.85,774029.12,147.90,-908.07,15041542.98,4590147.52,46687.03,5433.08
2020-05-22 00:00,17.74,8.04,33.46,65.59,0.26,4.70,8.91,42.98,18.03,0.00,-0.02,292.22,86.05,-0.94,-0.14,0.00,2820.58,6238.65,17190.31,10818.91,-0.72,0.00,263000.43,103254.22,699.14,60.79,1130795.11,549677.13,2040124.96,3778807.88,19717.02,279157.09,628573.17,2574596.71,1313748.23,-66.37,-811.85,16887839.40,5819486.20,37418.31,8783.76
2020-05-23 00:00,13.68,7.03,60.19,47.46,0.20,3.00,2.73,24.17,4.58,0.00,-0.01,283.05,99.66,-0.78,-0.12,0.00,1799.86,1913.11,9669.94,2746.14,4.18,0.00,254741.50,119593.60,716.67,44.26,634283.71,329283.36,2510424.33,1985261.01,8662.71,140111.97,129799.08,1134513.88,192442.47,211.36,-698.49,13029044.50,3981402.84,32258.39,4921.04
2020-05-24 00:00,22.31,15.77,53.71,41.75,0.18,3.50,1.08,18.96,4.68,0.00,-0.01,267.93,99.70,-3.04,-0.10,0.00,2098.70,753.07,7584.85,2805.32,3.85,0.00,241139.40,119637.99,710.50,41.18,718352.31,514058.39,2018871.31,1981283.57,8439.08,156139.78,82393.08,879082.11,232314.07,142.58,-538.47,11237947.59,3743906.83,102540.80,4537.01
2020-05-25 00:00,25.93,17.30,43.82,53.20,0.18,4.30,6.08,34.11,7.50,0.00,-0.02,285.39,97.38,-0.47,-0.13,0.00,2579.95,4252.60,13644.69,4498.71,3.19,0.00,256847.80,116855.33,693.88,45.94,974208.91,670048.03,1733578.94,2957600.33,11174.89,204031.77,406426.11,1635524.47,442890.54,131.14,-781.55,13077083.20,4266059.91,14753.33,3787.85
